sep=;
M-WIWI-101638;T-WIWI-103127;Paneldaten;1;1;4,5;0
M-WIWI-101638;T-WIWI-110868;Predictive Modeling;1;1;4,5;0
M-WIWI-101638;T-WIWI-103065;Statistische Modellierung von allgemeinen Regressionsmodellen;1;1;4,5;0
M-WIWI-101638;T-WIWI-110939;Financial Econometrics II;2;1;4,5;0
M-WIWI-101502;T-WIWI-102609;Advanced Topics in Economic Theory;1;1;4,5;0
M-WIWI-101502;T-WIWI-102861;Advanced Game Theory;1;1;4,5;0
M-WIWI-101502;T-WIWI-102647;Asset Pricing;2;1;4,5;0
M-WIWI-101502;T-WIWI-102622;Corporate Financial Policy;1;1;4,5;0
M-WIWI-101502;T-WIWI-109050;Corporate Risk Management;2;1;4,5;0
M-WIWI-101502;T-WIWI-102623;Finanzintermediation;1;1;4,5;0
M-WIWI-101468;T-WIWI-102650;Energie und Umwelt;1;1;4,5;0
M-WIWI-101468;T-WIWI-100007;Transportökonomie;1;1;4,5;0
M-WIWI-101468;T-WIWI-102615;Umweltökonomik und Nachhaltigkeit;1;1;5,0;0
M-WIWI-101468;T-WIWI-102616;Umwelt- und Ressourcenpolitik;1;1;4,0;0
M-WIWI-101468;T-BGU-111102;Umweltrecht;1;1;3,0;0
M-WIWI-101511;T-WIWI-102740;Public Management;1;1;4,5;0
M-WIWI-101511;T-WIWI-108711;Grundlagen der Unternehmensbesteuerung;2;1;4,5;0
M-WIWI-101511;T-WIWI-102739;Öffentliche Einnahmen;1;1;4,5;0
M-WIWI-101485;T-WIWI-103107;Spatial Economics;1;1;4,5;0
M-WIWI-101485;T-WIWI-100007;Transportökonomie;1;1;4,5;0
M-WIWI-101496;T-WIWI-109194;Dynamic Macroeconomics;1;1;4,5;0
M-WIWI-101496;T-WIWI-102785;Endogene Wachstumstheorie;1;1;4,5;0
M-WIWI-101496;T-WIWI-103107;Spatial Economics;1;1;4,5;0
M-WIWI-101472;T-WIWI-110339;Angewandte Informatik – Internet Computing;1;1;4,5;0
M-WIWI-101472;T-WIWI-102680;Computational Economics;3;1;4,5;0
M-WIWI-101472;T-WIWI-109248;Critical Information Infrastructures;4;1;4,5;0
M-WIWI-101472;T-WIWI-109246;Digital Health;3;1;4,5;0
M-WIWI-101472;T-WIWI-109270;Human Factors in Security and Privacy;3;1;4,5;0
M-WIWI-101472;T-WIWI-102661;Datenbanksysteme und XML;2;1;4,5;0
M-WIWI-101472;T-WIWI-102668;Enterprise Architecture Management;2;1;4,5;0
M-WIWI-101472;T-WIWI-110346;Ergänzung Betriebliche Informationssysteme;1;1;4,5;0
M-WIWI-101472;T-WIWI-110372;Ergänzung Software- und Systemsengineering;1;1;4,5;0
M-WIWI-101472;T-WIWI-106423;Information Service Engineering;2;1;4,5;0
M-WIWI-101472;T-WIWI-110863;Introduction to Data Science;1;1;4,5;0
M-WIWI-101472;T-WIWI-102666;Knowledge Discovery;2;1;4,5;0
M-WIWI-101472;T-WIWI-102667;Management von Informatik-Projekten;3;1;4,5;0
M-WIWI-101472;T-WIWI-106340;Maschinelles Lernen 1 - Grundverfahren;3;1;4,5;0
M-WIWI-101472;T-WIWI-106341;Maschinelles Lernen 2 - Fortgeschrittene Verfahren;2;1;4,5;0
M-WIWI-101472;T-WIWI-102697;Modellierung von Geschäftsprozessen;2;1;4,5;0
M-WIWI-101472;T-WIWI-102679;Naturinspirierte Optimierungsverfahren;2;1;4,5;0
M-WIWI-101472;T-WIWI-109799;Process Mining;2;1;4,5;0
M-WIWI-101472;T-WIWI-110848;Semantic Web Technologies;1;1;4,5;0
M-WIWI-101472;T-WIWI-102895;Software-Qualitätsmanagement;2;1;4,5;0
M-WIWI-101472;T-WIWI-102669;Strategisches Management der betrieblichen Informationsverarbeitung;2;1;4,5;0
M-WIWI-101472;T-WIWI-103112;Web Science;2;1;4,5;0
M-WIWI-101472;T-WIWI-110144;Emerging Trends in Digital Health;2;1;4,5;0
M-WIWI-101472;T-WIWI-110143;Emerging Trends in Internet Technologies;2;1;4,5;0
M-WIWI-101472;T-WIWI-109249;Entwicklung Soziotechnischer Informationssysteme;2;1;4,5;0
M-WIWI-101472;T-WIWI-111126;Praktikum Blockchain Hackathon (Master);1;1;4,5;0
M-WIWI-101472;T-WIWI-111125;Praktikum Entwicklung Soziotechnischer Informationssysteme (Master);1;1;4,5;0
M-WIWI-101472;T-WIWI-110548;Praktikum Informatik (Master);1;1;4,5;0
M-WIWI-101472;T-WIWI-108439;Praktikum Security, Usability and Society;2;1;4,5;0
M-WIWI-101472;T-WIWI-109786;Praktikum Sicherheit;2;1;4,5;0
M-WIWI-101472;T-WIWI-109985;Projektpraktikum Kognitive Automobile und Roboter;2;1;4,5;0
M-WIWI-101472;T-WIWI-109983;Projektpraktikum Maschinelles Lernen;2;1;4,5;0
M-WIWI-101472;T-WIWI-109251;Selected Issues in Critical Information Infrastructures;2;1;4,5;0
M-WIWI-101473;T-WIWI-102719;Gemischt-ganzzahlige Optimierung I;1;1;4,5;0
M-WIWI-101473;T-WIWI-102726;Globale Optimierung I;1;1;4,5;0
M-WIWI-101473;T-WIWI-103638;Globale Optimierung I und II;1;1;9,0;0
M-WIWI-101473;T-WIWI-102856;Konvexe Analysis;1;1;4,5;0
M-WIWI-101473;T-WIWI-102724;Nichtlineare Optimierung I;4;1;4,5;0
M-WIWI-101473;T-WIWI-103637;Nichtlineare Optimierung I und II;6;1;9,0;0
M-WIWI-101473;T-WIWI-102855;Parametrische Optimierung;1;1;4,5;0
M-WIWI-101473;T-WIWI-106548;Fortgeschrittene Stochastische Optimierung;1;1;4,5;0
M-WIWI-101473;T-WIWI-102720;Gemischt-ganzzahlige Optimierung II;1;1;4,5;0
M-WIWI-101473;T-WIWI-102727;Globale Optimierung II;2;1;4,5;0
M-WIWI-101473;T-WIWI-102723;Graph Theory and Advanced Location Models;2;1;4,5;0
M-WIWI-101473;T-WIWI-106549;Large-scale Optimierung;1;1;4,5;0
M-WIWI-101473;T-WIWI-103124;Multivariate Verfahren;1;1;4,5;0
M-WIWI-101473;T-WIWI-102725;Nichtlineare Optimierung II;3;1;4,5;0
M-WIWI-101473;T-WIWI-102715;Operations Research in Supply Chain Management;2;1;4,5;0
M-WIWI-101473;T-WIWI-110162;Optimierungsmodelle in der Praxis;1;1;4,5;0
M-WIWI-102832;T-WIWI-102723;Graph Theory and Advanced Location Models;2;1;4,5;0
M-WIWI-102832;T-WIWI-106200;Modellieren und OR-Software: Fortgeschrittene Themen;2;1;4,5;0
M-WIWI-102832;T-WIWI-102715;Operations Research in Supply Chain Management;2;1;4,5;0
M-WIWI-102832;T-WIWI-106546;Einführung in die Stochastische Optimierung;1;1;4,5;0
M-WIWI-102832;T-WIWI-102718;Ereignisdiskrete Simulation in Produktion und Logistik;1;1;4,5;0
M-WIWI-102832;T-WIWI-102719;Gemischt-ganzzahlige Optimierung I;1;1;4,5;0
M-WIWI-102832;T-WIWI-102720;Gemischt-ganzzahlige Optimierung II;1;1;4,5;0
M-WIWI-102832;T-WIWI-110162;Optimierungsmodelle in der Praxis;1;1;4,5;0
M-WIWI-102832;T-WIWI-106549;Large-scale Optimierung;1;1;4,5;0
M-WIWI-102805;T-WIWI-102718;Ereignisdiskrete Simulation in Produktion und Logistik;1;1;4,5;0
M-WIWI-102805;T-WIWI-102884;Operations Research in Health Care Management;2;1;4,5;0
M-WIWI-102805;T-WIWI-102715;Operations Research in Supply Chain Management;2;1;4,5;0
M-WIWI-102805;T-WIWI-102716;Praxis-Seminar: Health Care Management (mit Fallstudien);2;1;4,5;0
M-WIWI-102805;T-WIWI-102872;Challenges in Supply Chain Management;2;1;4,5;0
M-WIWI-102805;T-WIWI-110971;Demand-Driven Supply Chain Planning;1;1;4,5;0
M-WIWI-103289;T-WIWI-106546;Einführung in die Stochastische Optimierung;1;1;4,5;0
M-WIWI-103289;T-WIWI-106548;Fortgeschrittene Stochastische Optimierung;1;1;4,5;0
M-WIWI-103289;T-WIWI-106549;Large-scale Optimierung;1;1;4,5;0
M-WIWI-103289;T-WIWI-102723;Graph Theory and Advanced Location Models;2;1;4,5;0
M-WIWI-103289;T-WIWI-102719;Gemischt-ganzzahlige Optimierung I;1;1;4,5;0
M-WIWI-103289;T-WIWI-102720;Gemischt-ganzzahlige Optimierung II;1;1;4,5;0
M-WIWI-103289;T-WIWI-103124;Multivariate Verfahren;1;1;4,5;0
M-WIWI-103289;T-WIWI-102715;Operations Research in Supply Chain Management;2;1;4,5;0
M-WIWI-103289;T-WIWI-106545;Optimierungsansätze unter Unsicherheit;2;1;4,5;0
M-WIWI-103289;T-WIWI-110162;Optimierungsmodelle in der Praxis;1;1;4,5;0
M-MACH-101298;T-MACH-102162;Automatisierte Produktionsanlagen;2;1;9,0;0
M-WIWI-101404;T-WIWI-106291;PH APL-ING-TL01;1;1;3,0;0
M-WIWI-101404;T-WIWI-106292;PH APL-ING-TL02;1;1;3,0;0
M-WIWI-101404;T-WIWI-106293;PH APL-ING-TL03;1;1;3,0;0
M-WIWI-101404;T-WIWI-106294;PH APL-ING-TL04 ub;1;1;0,0;0
M-WIWI-101404;T-WIWI-106295;PH APL-ING-TL05 ub;1;1;0,0;0
M-WIWI-101404;T-WIWI-106296;PH APL-ING-TL06 ub;1;1;0,0;0
M-WIWI-101404;T-WIWI-108384;PH APL-ING-TL07;1;1;3,0;0
M-MACH-101274;T-MACH-102143;Bahnsystemtechnik;3;1;9,0;0
M-MACH-101290;T-MACH-100966;BioMEMS - Mikrosystemtechnik für Life-Sciences und Medizin I;2;1;3,0;0
M-MACH-101290;T-MACH-102164;Praktikum zu Grundlagen der Mikrosystemtechnik;1;1;3,0;0
M-MACH-101290;T-MACH-102165;Ausgewählte Kapitel der Optik und Mikrooptik für Maschinenbauer;1;1;3,0;0
M-MACH-101290;T-MACH-100967;BioMEMS - Mikrosystemtechnik für Life-Sciences und Medizin II;2;1;3,0;0
M-MACH-101290;T-MACH-100968;BioMEMS - Mikrosystemtechnik für Life-Sciences und Medizin III;2;1;3,0;0
M-MACH-101290;T-MACH-101910;Mikroaktorik;2;1;3,0;0
M-MACH-101290;T-MACH-102172;Bionik für Ingenieure und Naturwissenschaftler;1;1;3,0;0
M-MACH-101290;T-MACH-102176;Aktuelle Themen der BioMEMS;2;1;4,0;0
M-BGU-105592;T-BGU-108941;Digitalisierung im Facility- und Immobilienmanagement;1;1;6,0;0
M-BGU-105592;T-BGU-111211;Energetische Sanierung;1;1;1,5;0
M-BGU-105592;T-BGU-111212;Facility- und Immobilienmanagement II;1;1;1,5;0
M-BGU-105592;T-BGU-111210;Schlüsselfertiges Bauen II;1;1;3,0;0
M-MACH-101296;T-MACH-102211;Energie- und Prozesstechnik für Wirtschaftsingenieure I;1;1;9,0;0
M-MACH-101297;T-MACH-102212;Energie- und Prozesstechnik für Wirtschaftsingenieure II;1;1;9,0;0
M-BGU-100998;T-BGU-106613;Bemessungsgrundlagen im Straßenwesen;1;1;3,0;0
M-BGU-100998;T-BGU-106300;Infrastrukturmanagement;1;1;6,0;0
M-ETIT-101164;T-ETIT-100830;Elektrische Energienetze;1;1;6,0;0
M-ETIT-101164;T-ETIT-101941;Energieübertragung und Netzregelung;1;1;5,0;0
M-ETIT-101164;T-ETIT-101915;Hochspannungsprüftechnik;1;1;4,0;0
M-BGU-105597;T-BGU-108004;Facility Management im Krankenhaus;1;1;4,5;0
M-BGU-105597;T-BGU-111218;Bauen im Bestand;1;1;3,0;0
M-BGU-105597;T-BGU-111211;Energetische Sanierung;1;1;1,5;0
M-BGU-105597;T-BGU-111212;Facility- und Immobilienmanagement II;1;1;1,5;0
M-BGU-105597;T-BGU-111217;Projektentwicklung mit Case Study;1;1;1,5;0
M-MACH-101264;T-MACH-105152;Fahreigenschaften von Kraftfahrzeugen I;1;1;3,0;0
M-MACH-101264;T-MACH-105153;Fahreigenschaften von Kraftfahrzeugen II;1;1;3,0;0
M-MACH-101264;T-MACH-105154;Fahrzeugkomfort und -akustik I;1;1;3,0;0
M-MACH-101264;T-MACH-105155;Fahrzeugkomfort und -akustik II;1;1;3,0;0
M-MACH-101264;T-MACH-105156;Fahrzeugmechatronik I;1;1;3,0;0
M-MACH-101264;T-MACH-102156;Project Workshop: Automotive Engineering;1;1;4,5;0
M-MACH-101265;T-MACH-105156;Fahrzeugmechatronik I;1;1;3,0;0
M-MACH-101265;T-MACH-105160;Grundsätze der Nutzfahrzeugentwicklung I;1;1;1,5;0
M-MACH-101265;T-MACH-105161;Grundsätze der Nutzfahrzeugentwicklung II;1;1;1,5;0
M-MACH-101265;T-MACH-102207;Fahrzeugreifen- und Räderentwicklung für PKW;1;1;3,0;0
M-MACH-101265;T-MACH-105162;Grundsätze der PKW-Entwicklung I;1;1;1,5;0
M-MACH-101265;T-MACH-105163;Grundsätze der PKW-Entwicklung II;2;1;1,5;0
M-MACH-101265;T-MACH-102156;Project Workshop: Automotive Engineering;1;1;4,5;0
M-MACH-101265;T-MACH-110796;Python Algorithmus für Fahrzeugtechnik;1;1;4,0;0
M-MACH-101265;T-MACH-105172;Simulation gekoppelter Systeme;2;1;4,0;0
M-MACH-101265;T-MACH-108888;Simulation gekoppelter Systeme - Vorleistung;1;0;0,0;0
M-MACH-101265;T-MACH-102148;Verzahntechnik;1;1;4,0;0
M-MACH-101266;T-MACH-100092;Grundlagen der Fahrzeugtechnik I;3;1;6,0;0
M-MACH-101266;T-MACH-102117;Grundlagen der Fahrzeugtechnik II;1;1;3,0;0
M-MACH-101266;T-MACH-102156;Project Workshop: Automotive Engineering;1;1;4,5;0
M-MACH-101266;T-MACH-102116;Grundlagen zur Konstruktion von Kraftfahrzeugaufbauten I;1;1;1,5;0
M-MACH-101266;T-MACH-102119;Grundlagen zur Konstruktion von Kraftfahrzeugaufbauten II;1;1;1,5;0
M-MACH-101266;T-MACH-102093;Fluidtechnik;2;1;5,0;0
M-MACH-101266;T-MACH-102150;BUS-Steuerungen;2;1;3,0;0
M-MACH-101266;T-MACH-108889;BUS-Steuerungen - Vorleistung;1;0;0,0;0
M-MACH-101266;T-MACH-102203;Automotive Engineering I;1;1;6,0;0
M-MACH-101266;T-MACH-110796;Python Algorithmus für Fahrzeugtechnik;1;1;4,0;0
M-MACH-101276;T-MACH-102105;Fertigungstechnik;3;1;9,0;0
M-MACH-101282;T-MACH-110991;Globale Produktion;1;1;4,0;0
M-MACH-101282;T-MACH-111003;Globale Logistik;1;1;4,0;0
M-MACH-101282;T-MACH-110981;Übungen zu Globale Produktion;1;1;1,0;0
M-BGU-101064;T-BGU-106609;Eigenschaften von Verkehrsmitteln;2;1;3,0;0
M-BGU-101064;T-BGU-106610;Verkehrswesen;2;1;3,0;0
M-BGU-101064;T-BGU-106611;Güterverkehr;2;1;3,0;0
M-BGU-101064;T-BGU-106301;Fern- und Luftverkehr;1;1;3,0;0
M-BGU-101064;T-BGU-101005;Wettbewerb, Planung und Finanzierung im ÖPNV;1;1;3,0;0
M-BGU-101064;T-BGU-100014;Seminar Verkehrswesen;1;1;3,0;0
M-BGU-101064;T-WIWI-103174;Seminar Mobility Services (Master);1;1;3,0;0
M-BGU-101064;T-BGU-103425;Mobilitätsdienste und neue Formen der Mobilität;1;1;3,0;0
M-BGU-101064;T-BGU-103426;Strategische Verkehrsplanung;2;1;3,0;0
M-BGU-101064;T-BGU-106608;Informationsmanagement für öffentliche Mobilitätsangebote;1;1;3,0;0
M-BGU-101064;T-BGU-111057;Nachhaltigkeit in Mobilitätssystemen;1;1;3,0;0
M-CIWVT-101120;T-CIWVT-101874;Grundlagen Lebensmittelverfahrenstechnik;1;1;9,0;0
M-ETIT-101163;T-ETIT-110266;Hochspannungstechnik;1;1;6,0;0
M-ETIT-101163;T-ETIT-100723;Elektronische Systeme und EMV;1;1;3,0;0
M-MACH-102626;T-MACH-105401;Integrierte Produktentwicklung;1;1;18,0;0
M-MACH-101272;T-MACH-109054;Integrierte Produktionsplanung im Zeitalter von Industrie 4.0;1;1;9,0;0
M-BGU-101884;T-BGU-108000;Lean Construction;1;1;4,5;0
M-BGU-101884;T-BGU-101007;Projektarbeit Lean Construction;1;1;1,5;0
M-BGU-101884;T-BGU-103430;Schlüsselfertiges Bauen I - Prozesse und Methoden;1;1;1,5;0
M-BGU-101884;T-BGU-103431;Schlüsselfertiges Bauen II - Gewerke und Technik;1;1;3,0;0
M-BGU-101884;T-BGU-103427;Bauleitung;1;1;1,5;0
M-BGU-101884;T-BGU-103429;Baurecht;1;1;3,0;0
M-BGU-101884;T-BGU-103432;Projektmanagement in der Bau- und Immobilienwirtschaft I;1;1;3,0;0
M-BGU-101884;T-BGU-103433;Projektmanagement in der Bau- und Immobilienwirtschaft II;1;1;3,0;0
M-MACH-105298;T-MACH-110771;Logistik und Supply Chain Management;2;1;9,0;0
M-MACH-101277;T-MACH-102151;Materialfluss in Logistiksystemen;3;1;9,0;0
M-MACH-101278;T-MACH-105189;Mathematische Modelle und Methoden für Produktionssysteme;1;1;6,0;0
M-MACH-101278;T-MACH-105151;Energieeffiziente Intralogistiksysteme (mach und wiwi);1;1;4,0;0
M-MACH-101278;T-MACH-111003;Globale Logistik;1;1;4,0;0
M-MACH-101278;T-MACH-102128;Informationssysteme in Logistik und Supply Chain Management;2;1;3,0;0
M-MACH-101278;T-MACH-105187;IT-Grundlagen der Logistik;3;1;4,0;0
M-MACH-101278;T-MACH-105174;Lager- und Distributionssysteme;2;1;3,0;0
M-MACH-101278;T-MACH-105175;Logistiksysteme auf Flughäfen;2;1;3,0;0
M-MACH-101278;T-MACH-105171;Sicherheitstechnik;2;1;4,0;0
M-MACH-101291;T-MACH-102166;Fertigungsprozesse der Mikrosystemtechnik;1;1;3,0;0
M-MACH-101291;T-MACH-102164;Praktikum zu Grundlagen der Mikrosystemtechnik;1;1;3,0;0
M-MACH-101291;T-MACH-100530;Physik für Ingenieure;1;1;6,0;0
M-MACH-101291;T-MACH-102167;Nanotribologie und -mechanik;4;1;3,0;0
M-MACH-101291;T-MACH-102191;Polymers in MEMS B: Physics, Microstructuring and Applications;1;1;3,0;0
M-MACH-101291;T-MACH-102192;Polymers in MEMS A: Chemistry, Synthesis and Applications;1;1;3,0;0
M-MACH-101291;T-MACH-102200;Polymers in MEMS C: Biopolymers and Bioplastics;1;1;3,0;0
M-MACH-101291;T-MACH-105556;Practical Course Polymers in MEMS;1;1;3,0;0
M-MACH-101291;T-MACH-109122;Röntgenoptik;1;1;4,0;0
M-MACH-101292;T-MACH-102164;Praktikum zu Grundlagen der Mikrosystemtechnik;1;1;3,0;0
M-MACH-101292;T-MACH-102165;Ausgewählte Kapitel der Optik und Mikrooptik für Maschinenbauer;1;1;3,0;0
M-MACH-101292;T-MACH-101910;Mikroaktorik;2;1;3,0;0
M-MACH-101292;T-ETIT-100741;Laser Physics;1;1;4,0;0
M-MACH-101292;T-ETIT-101945;Optical Waveguides and Fibers;1;1;4,0;0
M-MACH-101292;T-MACH-109122;Röntgenoptik;1;1;4,0;0
M-MACH-101287;T-MACH-102165;Ausgewählte Kapitel der Optik und Mikrooptik für Maschinenbauer;1;1;3,0;0
M-MACH-101287;T-MACH-100967;BioMEMS - Mikrosystemtechnik für Life-Sciences und Medizin II;2;1;3,0;0
M-MACH-101287;T-MACH-100968;BioMEMS - Mikrosystemtechnik für Life-Sciences und Medizin III;2;1;3,0;0
M-MACH-101287;T-MACH-102172;Bionik für Ingenieure und Naturwissenschaftler;1;1;3,0;0
M-MACH-101287;T-MACH-105182;Grundlagen der Mikrosystemtechnik I;1;1;3,0;0
M-MACH-101287;T-MACH-105183;Grundlagen der Mikrosystemtechnik II;1;1;3,0;0
M-MACH-101287;T-MACH-101910;Mikroaktorik;2;1;3,0;0
M-MACH-101287;T-MACH-102080;Nanotechnologie mit Clustern;1;1;3,0;0
M-MACH-101287;T-MACH-102152;Neue Aktoren und Sensoren;3;1;4,0;0
M-MACH-101287;T-ETIT-101907;Optoelectronic Components;1;1;4,0;0
M-MACH-101287;T-MACH-100530;Physik für Ingenieure;1;1;6,0;0
M-MACH-101287;T-MACH-102164;Praktikum zu Grundlagen der Mikrosystemtechnik;1;1;3,0;0
M-MACH-101267;T-MACH-110959;Grundlagen mobiler Arbeitsmaschinen;1;1;9,0;0 - 1
M-MACH-101294;T-MACH-105180;Nanotechnologie für Ingenieure und Naturwissenschaftler;1;1;4,0;0
M-MACH-101294;T-MACH-102080;Nanotechnologie mit Clustern;1;1;3,0;0
M-MACH-101294;T-MACH-102167;Nanotribologie und -mechanik;4;1;3,0;0
M-MACH-101294;T-MACH-102164;Praktikum zu Grundlagen der Mikrosystemtechnik;1;1;3,0;0
M-MACH-101294;T-MACH-102152;Neue Aktoren und Sensoren;3;1;4,0;0
M-MACH-101294;T-MACH-102172;Bionik für Ingenieure und Naturwissenschaftler;1;1;3,0;0
M-MACH-101294;T-ETIT-100740;Quanteneffektbauelemente und Halbleitertechnologie;1;1;3,0;0
M-WIWI-104837;T-BGU-101499;Einführung in die Hydrogeologie;1;1;5,0;0
M-WIWI-104837;T-BGU-108943;Ingenieurhydrologie;1;1;3,0;0
M-WIWI-104837;T-BGU-106597;Management of Water Resources and River Basins;1;1;6,0;0
M-WIWI-104837;T-BGU-101859;Morphodynamik;1;1;3,0;0
M-WIWI-104837;T-BGU-106620;Prüfungsvorleistung Umweltkommunikation;1;1;0,0;0
M-WIWI-104837;T-BGU-101676;Umweltkommunikation;2;1;4,0;0
M-MACH-101295;T-ETIT-100639;Optical Transmitters and Receivers;2;1;6,0;0
M-MACH-101295;T-MACH-102152;Neue Aktoren und Sensoren;3;1;4,0;0
M-MACH-101295;T-ETIT-101938;Communication Systems and Protocols;1;1;5,0;0
M-MACH-101295;T-ETIT-100741;Laser Physics;1;1;4,0;0
M-MACH-101295;T-ETIT-100740;Quanteneffektbauelemente und Halbleitertechnologie;1;1;3,0;0
M-MACH-101295;T-ETIT-101945;Optical Waveguides and Fibers;1;1;4,0;0
M-BGU-101888;T-BGU-103432;Projektmanagement in der Bau- und Immobilienwirtschaft I;1;1;3,0;0
M-BGU-101888;T-BGU-103431;Schlüsselfertiges Bauen II - Gewerke und Technik;1;1;3,0;0
M-BGU-101888;T-BGU-103427;Bauleitung;1;1;1,5;0
M-BGU-101888;T-BGU-103430;Schlüsselfertiges Bauen I - Prozesse und Methoden;1;1;1,5;0
M-BGU-101888;T-BGU-103428;Nachtragsmanagement;1;1;1,5;0
M-BGU-101888;T-BGU-103429;Baurecht;1;1;3,0;0
M-BGU-101888;T-BGU-103433;Projektmanagement in der Bau- und Immobilienwirtschaft II;1;1;3,0;0
M-ETIT-101157;T-ETIT-100981;Automatisierung ereignisdiskreter und hybrider Systeme;1;1;3,0;0
M-ETIT-101157;T-ETIT-100666;Regelung linearer Mehrgrößensysteme;1;1;6,0;0
M-ETIT-101158;T-ETIT-101911;Sensoren;2;1;3,0;0
M-ETIT-101158;T-ETIT-100707;Seminar Sensorik;1;1;3,0;0
M-ETIT-101158;T-MACH-101910;Mikroaktorik;2;1;3,0;0
M-ETIT-101158;T-MACH-102164;Praktikum zu Grundlagen der Mikrosystemtechnik;1;1;3,0;0
M-ETIT-101158;T-MACH-105182;Grundlagen der Mikrosystemtechnik I;1;1;3,0;0
M-ETIT-101158;T-MACH-105183;Grundlagen der Mikrosystemtechnik II;1;1;3,0;0
M-BGU-101066;T-BGU-101804;DV-gestützter Straßenentwurf;1;1;3,0;0
M-BGU-101066;T-BGU-101674;Sicherheitsmanagement im Straßenwesen;1;1;3,0;0
